name,zip code tabulation area,zt36 d00,perimeter,lsad trans,zt36 d00 i,lsad,area,latitude,longitude,Total Population per ZIP Code
12411,12411,1572,0.097035926,5-Digit ZCTA,1571,Z5,0.000129423,41.870917,-74.0403665,497
11758,11758,2117,0.188617818,5-Digit ZCTA,2116,Z5,0.000629659,40.6782505,-73.4373175,
11721,11721,1883,0.202927444,5-Digit ZCTA,1882,Z5,0.000673628,40.8943475,-73.3709625,6292
11208,11208,2128,0.161996195,5-Digit ZCTA,2127,Z5,0.00095022,40.6694325,-73.8724905,94469
129HH,129HH,159,0.077198177,5-Digit ZCTA,158,Z5,0.000148332,44.415055,-73.997285,
11784,11784,1892,0.192933345,5-Digit ZCTA,1891,Z5,0.001607076,40.870719,-73.0366335,24655
12739,12739,1709,0.25432079,5-Digit ZCTA,1708,Z5,0.001090898,41.4310845,-74.60466,
10570,10570,1802,0.333358874,5-Digit ZCTA,1801,Z5,0.001940279,41.125267,-73.7914895,12680
11518,11518,2159,0.091584582,5-Digit ZCTA,2158,Z5,0.00040245,40.6384095,-73.666724,10549
105HH,105HH,1702,0.051311103,5-Digit ZCTA,1701,Z5,0.000106177,41.4677755,-73.5400695,
137HH,137HH,1332,0.548015548,5-Digit ZCTA,1331,Z5,0.000218512,42.2556885,-75.5079395,
13131,13131,440,0.778061633,5-Digit ZCTA,439,Z5,0.015167962,43.426016,-76.098963,3895
10020,10020,2045,0.009527397,5-Digit ZCTA,2044,Z5,4.34E-06,40.758439,-73.9794325,
136HH,136HH,110,0.324486656,5-Digit ZCTA,109,Z5,0.000385643,44.531114,-74.914502,
12986,12986,197,2.167695274,5-Digit ZCTA,196,Z5,0.041088032,44.2033875,-74.4972275,
11207,11207,2129,0.160342192,5-Digit ZCTA,2128,Z5,0.00075538,40.6701935,-73.8944225,93386
12094,12094,821,0.27093906,5-Digit ZCTA,820,Z5,0.002034243,42.953758,-73.497215,
13140,13140,732,0.655380327,5-Digit ZCTA,731,Z5,0.009068126,43.0165475,-76.6554615,
14881,14881,1258,0.147317767,5-Digit ZCTA,1257,Z5,0.000860658,42.401465,-76.3516035,192
11001,11001,2085,0.139300229,5-Digit ZCTA,2084,Z5,0.000744261,40.722997,-73.706694,26883
131HH,131HH,540,0.228814497,5-Digit ZCTA,539,Z5,0.000150348,43.229743,-76.317713,
133XX,133XX,411,0.144143275,5-Digit ZCTA,410,Z5,0.001053119,43.562968,-75.6135735,
12065,12065,882,0.729499488,5-Digit ZCTA,881,Z5,0.010027548,42.8570765,-73.7943025,41776
13148,13148,810,0.085624242,5-Digit ZCTA,809,Z5,0.000226429,42.9887995,-76.728545,10750
14802,14802,1367,0.091782975,5-Digit ZCTA,1366,Z5,0.000330964,42.2541325,-77.790682,4135
12865,12865,509,1.091822891,5-Digit ZCTA,508,Z5,0.016269123,43.209409,-73.3430485,3663
13477,13477,738,0.50494357,5-Digit ZCTA,737,Z5,0.005980702,43.0298335,-75.5229345,1452
14724,14724,1469,0.836225955,5-Digit ZCTA,1468,Z5,0.021981113,42.05956646,-79.6448935,2540
12784,12784,1650,0.112651754,5-Digit ZCTA,1649,Z5,0.00043075,41.667259,-74.617885,
131HH,131HH,532,0.440033237,5-Digit ZCTA,531,Z5,0.00011755,43.2369055,-76.2350935,
14201,14201,896,0.150996764,5-Digit ZCTA,895,Z5,0.000323293,42.892557,-78.8873075,11549
12037,12037,1268,0.700953546,5-Digit ZCTA,1267,Z5,0.010675511,42.345583,-73.554942,4015
104HH,104HH,1899,0.168150103,5-Digit ZCTA,1898,Z5,0.000236922,40.8598129,-73.81197912,
11702,11702,2105,0.140944722,5-Digit ZCTA,2104,Z5,0.00084076,40.696149,-73.3278635,
14555,14555,2283,0.223300441,5-Digit ZCTA,2282,Z5,0.000884141,43.254851,-76.996733,
13433,13433,400,0.37504777,5-Digit ZCTA,399,Z5,0.001836471,43.566992,-75.3484105,1820
125HH,125HH,1680,0.05772287,5-Digit ZCTA,1679,Z5,0.000188652,41.5487645,-74.1035495,
12822,12822,502,0.89902892,5-Digit ZCTA,501,Z5,0.018871482,43.249242,-73.8624535,6200
10307,10307,2259,0.083226018,5-Digit ZCTA,2258,Z5,0.000463549,40.50831272,-74.24208791,14096
116HH,116HH,2430,0.042064109,5-Digit ZCTA,2429,Z5,3.24E-05,40.59034843,-73.74556834,
134HH,134HH,459,0.215358479,5-Digit ZCTA,458,Z5,0.000163408,43.401755,-75.1676645,
14054,14054,841,0.668998104,5-Digit ZCTA,840,Z5,0.008375593,42.8899785,-78.127598,1344
14750,14750,1481,0.309612406,5-Digit ZCTA,1480,Z5,0.003409955,42.0771035,-79.331252,4426
14880,14880,1383,0.928005982,5-Digit ZCTA,1382,Z5,0.013652367,42.1666985,-77.964218,1668
13863,13863,1204,0.439295411,5-Digit ZCTA,1203,Z5,0.004041405,42.45081,-75.9079595,688
14066,14066,1064,0.792673241,5-Digit ZCTA,1063,Z5,0.010319185,42.6086005,-78.204597,1318
11703,11703,2069,0.115882351,5-Digit ZCTA,2068,Z5,0.000864334,40.7321985,-73.3253635,16415
11577,11577,1981,0.165101053,5-Digit ZCTA,1980,Z5,0.000835904,40.78515,-73.6415225,12337
13409,13409,769,0.548001364,5-Digit ZCTA,768,Z5,0.009251693,42.9632775,-75.6007715,2374
103HH,103HH,2258,0.048059777,5-Digit ZCTA,2257,Z5,0.000126258,40.54006802,-74.13617688,
11978,11978,2443,0.61659177,5-Digit ZCTA,2442,Z5,0.000878865,40.8036195,-72.61521547,
12983,12983,204,0.020695672,5-Digit ZCTA,203,Z5,2.94E-05,44.3044565,-74.3171065,7494
12887,12887,396,0.776333228,5-Digit ZCTA,395,Z5,0.01978846,43.5425335,-73.3648565,
13732,13732,1507,0.031492901,5-Digit ZCTA,1506,Z5,3.82E-05,42.084824,-76.2120525,8153
11702,11702,2206,0.022143415,5-Digit ZCTA,2205,Z5,2.33E-05,40.621701,-73.4203175,
12920,12920,17,0.814612948,5-Digit ZCTA,16,Z5,0.018426103,44.89418058,-74.06911534,2842
130HH,130HH,550,0.569649197,5-Digit ZCTA,549,Z5,0.012180633,43.2019145,-75.980044,
11756,11756,2076,0.188256071,5-Digit ZCTA,2075,Z5,0.001529581,40.7228,-73.5170195,42791
12842,12842,325,2.018943291,5-Digit ZCTA,324,Z5,0.057580154,43.738001,-74.300524,
11435,11435,2103,0.112427693,5-Digit ZCTA,2102,Z5,0.000411941,40.7001325,-73.810088,53687
13697,13697,61,0.412500801,5-Digit ZCTA,60,Z5,0.004728274,44.7517735,-74.7367975,2281
129HH,129HH,132,0.194745458,5-Digit ZCTA,131,Z5,0.000632477,44.4729795,-73.9408725,
10031,10031,1943,0.06218928,5-Digit ZCTA,1942,Z5,0.000165235,40.827186,-73.9488155,56438
12809,12809,495,0.770326108,5-Digit ZCTA,494,Z5,0.016240607,43.2408085,-73.4604785,3528
13036,13036,458,0.824194444,5-Digit ZCTA,457,Z5,0.012080045,43.3273255,-76.1723295,
135HH,135HH,691,0.132072226,5-Digit ZCTA,690,Z5,3.87E-05,43.111169,-75.204607,
12138,12138,952,1.294847145,5-Digit ZCTA,951,Z5,0.027035271,42.72401189,-73.392756,3168
12018,12018,1035,1.07786644,5-Digit ZCTA,1034,Z5,0.013985648,42.623179,-73.5288455,7930
128HH,128HH,318,0.198852431,5-Digit ZCTA,317,Z5,0.00040368,43.8858715,-73.69227,
131HH,131HH,426,0.042338299,5-Digit ZCTA,425,Z5,7.58E-05,43.5271145,-75.961966,
10027,10027,1960,0.096123872,5-Digit ZCTA,1959,Z5,0.000286442,40.8114255,-73.95296,59707
11010,11010,2106,0.122404722,5-Digit ZCTA,2105,Z5,0.000708523,40.7000515,-73.675024,23821
11232,11232,2401,0.113666718,5-Digit ZCTA,2400,Z5,0.000381971,40.6570235,-74.00868239,28265
136HH,136HH,176,0.184438607,5-Digit ZCTA,175,Z5,0.000231124,44.34799914,-75.95656475,
10805,10805,1884,0.143243025,5-Digit ZCTA,1883,Z5,0.000378542,40.898899,-73.78009911,
14108,14108,2437,0.49888334,5-Digit ZCTA,2436,Z5,0.007968697,43.264056,-78.7252565,5882
14847,14847,1089,0.575183239,5-Digit ZCTA,1088,Z5,0.011257563,42.60653,-76.7290905,2398
13656,13656,208,0.922574103,5-Digit ZCTA,207,Z5,0.02466202,44.198796,-75.9609165,2861
10024,10024,1967,0.130756274,5-Digit ZCTA,1966,Z5,0.000293506,40.7957925,-73.9729265,59283
12513,12513,1392,0.045133575,5-Digit ZCTA,1391,Z5,9.96E-05,42.228708,-73.7419325,651
11702,11702,2449,0.0267915,5-Digit ZCTA,2448,Z5,3.66E-05,40.651523,-73.229753,
13413,13413,704,0.053312688,5-Digit ZCTA,703,Z5,0.00012246,43.094769,-75.28051,16135
10474,10474,1959,0.091847373,5-Digit ZCTA,1958,Z5,0.000411473,40.8115295,-73.8855935,12281
10550,10550,1873,0.140875918,5-Digit ZCTA,1872,Z5,0.000556531,40.908488,-73.8346205,37144
11569,11569,2231,0.036967643,5-Digit ZCTA,2230,Z5,6.39E-05,40.610653,-73.618373,
12494,12494,1544,0.375052151,5-Digit ZCTA,1543,Z5,0.003478949,41.966232,-74.293245,764
11747,11747,1963,0.319283877,5-Digit ZCTA,1962,Z5,0.003569208,40.7858545,-73.4061605,19803
14719,14719,1226,1.131968965,5-Digit ZCTA,1225,Z5,0.026139733,42.343438,-78.8792375,3497
12165,12165,1323,0.194771159,5-Digit ZCTA,1322,Z5,0.001256747,42.3087305,-73.507874,175
13811,13811,1350,1.050639807,5-Digit ZCTA,1349,Z5,0.016948222,42.2329645,-76.1719225,4354
13733,13733,1281,1.032233232,5-Digit ZCTA,1280,Z5,0.015618077,42.3227875,-75.5140675,
136HH,136HH,259,0.03686416,5-Digit ZCTA,258,Z5,2.78E-05,44.0842915,-76.3041835,
12513,12513,1391,0.121104414,5-Digit ZCTA,1390,Z5,0.000512705,42.2242435,-73.7212535,
13850,13850,1477,0.513571735,5-Digit ZCTA,1476,Z5,0.014709295,42.056716,-76.0277905,22004
14612,14612,546,0.024288136,5-Digit ZCTA,545,Z5,2.23E-05,43.251462,-77.74683,34515
13076,13076,469,0.349952199,5-Digit ZCTA,468,Z5,0.004820639,43.3544735,-76.149861,2393
12583,12583,1522,0.069469066,5-Digit ZCTA,1521,Z5,8.37E-05,42.0517225,-73.80779,2451
13833,13833,1380,0.567134402,5-Digit ZCTA,1379,Z5,0.010178126,42.195628,-75.763884,4255
12416,12416,1478,0.101725864,5-Digit ZCTA,1477,Z5,0.000347616,42.1029555,-74.2904345,277
133XX,133XX,391,0.362888613,5-Digit ZCTA,390,Z5,0.003169257,43.6198135,-75.716924,
14211,14211,883,0.220238067,5-Digit ZCTA,882,Z5,0.001005793,42.908057,-78.8190555,22611
11558,11558,2230,0.028517888,5-Digit ZCTA,2229,Z5,3.19E-05,40.612053,-73.661974,
12306,12306,973,0.027225099,5-Digit ZCTA,972,Z5,3.13E-05,42.817326,-73.967619,
11225,11225,2400,0.112091474,5-Digit ZCTA,2399,Z5,0.000388807,40.6615935,-73.958304,56829
11566,11566,2124,0.251979494,5-Digit ZCTA,2123,Z5,0.001717017,40.6632295,-73.552771,
13101,13101,1083,0.729771328,5-Digit ZCTA,1082,Z5,0.010085369,42.6007925,-76.0681605,2508
14174,14174,526,0.448218387,5-Digit ZCTA,525,Z5,0.007081917,43.240654,-79.001417,5794
134HH,134HH,367,0.113265642,5-Digit ZCTA,366,Z5,0.000316609,43.68923,-74.920916,
11419,11419,2125,0.074789969,5-Digit ZCTA,2124,Z5,0.000313183,40.6875295,-73.8227085,47211
12566,12566,1641,0.776307926,5-Digit ZCTA,1640,Z5,0.017147507,41.618228,-74.344329,10753
12463,12463,1405,0.200250188,5-Digit ZCTA,1404,Z5,0.001826343,42.189875,-74.0153305,1484
13112,13112,638,0.183315872,5-Digit ZCTA,637,Z5,0.001715036,43.133142,-76.453191,
14871,14871,1467,0.818668043,5-Digit ZCTA,1466,Z5,0.015986004,42.06227362,-76.90608467,5456
11743,11743,1920,0.179541574,5-Digit ZCTA,1919,Z5,0.001022415,40.844348,-73.3571125,42230
14726,14726,1324,0.779679476,5-Digit ZCTA,1323,Z5,0.01124608,42.251268,-79.030885,
13639,13639,206,0.343113214,5-Digit ZCTA,205,Z5,0.004289448,44.27052,-75.141103,243
12302,12302,855,0.651238939,5-Digit ZCTA,854,Z5,0.012651606,42.8822255,-73.991039,
11360,11360,1991,0.117542598,5-Digit ZCTA,1990,Z5,0.000450096,40.78214179,-73.7785205,18884
12550,12550,1675,0.587981668,5-Digit ZCTA,1674,Z5,0.00955927,41.537514,-74.051225,54447
13693,13693,2261,0.710545549,5-Digit ZCTA,2260,Z5,0.005835949,44.04734452,-76.23470912,503
12986,12986,165,1.328897758,5-Digit ZCTA,164,Z5,0.02599204,44.296952,-74.5419205,
13141,13141,943,0.584163049,5-Digit ZCTA,942,Z5,0.005058024,42.7727975,-76.1971965,596
14897,14897,1505,0.477917678,5-Digit ZCTA,1504,Z5,0.006774328,42.043321,-77.8091095,980
14216,14216,836,0.191556448,5-Digit ZCTA,835,Z5,0.000786398,42.946157,-78.861607,22431
11937,11937,2313,0.203494527,5-Digit ZCTA,2312,Z5,0.00143494,41.0845795,-72.112048,15398
13748,13748,1500,0.467522517,5-Digit ZCTA,1499,Z5,0.003258622,42.04639513,-75.8224185,
10003,10003,2083,0.05419749,5-Digit ZCTA,2082,Z5,0.000151918,40.731881,-73.98985,56024
119HH,119HH,1817,0.14009768,5-Digit ZCTA,1816,Z5,0.000549174,41.0760905,-72.3015415,
12953,12953,32,1.715991612,5-Digit ZCTA,31,Z5,0.059363903,44.7456695,-74.256961,15836
14559,14559,593,0.447185337,5-Digit ZCTA,592,Z5,0.006693016,43.1666815,-77.8262315,
13167,13167,468,0.650471854,5-Digit ZCTA,467,Z5,0.009867859,43.315072,-76.0468765,
11005,11005,2048,0.033431119,5-Digit ZCTA,2047,Z5,4.90E-05,40.754701,-73.7137645,1806
13616,13616,269,0.259570038,5-Digit ZCTA,268,Z5,0.001837134,44.0299355,-75.8584715,1880
13803,13803,1160,1.288129073,5-Digit ZCTA,1159,Z5,0.025611861,42.4571845,-76.0688675,3975
11956,11956,1850,0.043890834,5-Digit ZCTA,1849,Z5,8.78E-05,40.995524,-72.4769695,349
11980,11980,1915,0.297867968,5-Digit ZCTA,1914,Z5,0.003259558,40.832714,-72.9210525,4990
13211,13211,692,0.232829344,5-Digit ZCTA,691,Z5,0.001386247,43.106513,-76.1206955,6517
12189,12189,1012,0.203990489,5-Digit ZCTA,1011,Z5,0.002007385,42.735328,-73.7213885,17568
14867,14867,1259,0.688978292,5-Digit ZCTA,1258,Z5,0.01858305,42.348355,-76.6098515,5569
14757,14757,2310,0.887057679,5-Digit ZCTA,2309,Z5,0.013550151,42.240097,-79.5130875,3487
11423,11423,2092,0.099617615,5-Digit ZCTA,2091,Z5,0.000435,40.717621,-73.767502,29987
12198,12198,1050,0.473305677,5-Digit ZCTA,1049,Z5,0.004204121,42.676029,-73.6337615,7903
13905,13905,1368,0.660821627,5-Digit ZCTA,1367,Z5,0.007025489,42.176091,-75.9508435,28026
14735,14735,1248,0.024846651,5-Digit ZCTA,1247,Z5,3.38E-05,42.4211245,-78.145149,2751
12545,12545,1577,1.01599712,5-Digit ZCTA,1576,Z5,0.016412695,41.766925,-73.659548,4763
13146,13146,616,0.552496271,5-Digit ZCTA,615,Z5,0.014460901,43.1002635,-76.765087,2443
14882,14882,1114,0.585235787,5-Digit ZCTA,1113,Z5,0.009400511,42.573952,-76.5575915,3826
13665,13665,252,0.753211103,5-Digit ZCTA,251,Z5,0.011191718,44.04095,-75.455558,882
130HH,130HH,647,0.264191805,5-Digit ZCTA,646,Z5,0.000515741,43.1157495,-76.4931555,
10547,10547,1746,0.205841232,5-Digit ZCTA,1745,Z5,0.001730957,41.312757,-73.8507875,7647
12027,12027,847,0.298031429,5-Digit ZCTA,846,Z5,0.002585691,42.921426,-73.909568,3882
14709,14709,1244,0.72307546,5-Digit ZCTA,1243,Z5,0.01279352,42.349997,-77.994322,1535
13361,13361,850,0.820252753,5-Digit ZCTA,849,Z5,0.007629432,42.902946,-74.8822155,824
131HH,131HH,948,0.233033707,5-Digit ZCTA,947,Z5,0.00100412,42.7973965,-76.492955,
134HH,134HH,350,0.442854327,5-Digit ZCTA,349,Z5,0.001328035,43.73619,-74.890584,
14767,14767,1472,0.84793098,5-Digit ZCTA,1471,Z5,0.013701333,42.05857,-79.5015985,2088
13635,13635,172,0.586854644,5-Digit ZCTA,171,Z5,0.013979589,44.301667,-75.2683395,1092
14712,14712,1398,0.5612148,5-Digit ZCTA,1397,Z5,0.007695078,42.1721895,-79.3674725,3342
13807,13807,1090,0.674080754,5-Digit ZCTA,1089,Z5,0.006725433,42.598333,-74.992792,1199
136HH,136HH,120,0.06851418,5-Digit ZCTA,119,Z5,9.96E-05,44.524687,-74.8675455,
130HH,130HH,988,0.467405274,5-Digit ZCTA,987,Z5,0.004456672,42.7152655,-76.693374,
121HH,121HH,906,0.050864845,5-Digit ZCTA,905,Z5,2.10E-05,42.890418,-74.0755715,
11946,11946,1890,0.111932335,5-Digit ZCTA,1889,Z5,0.000293534,40.890092,-72.4852915,14068
12736,12736,1580,0.177615016,5-Digit ZCTA,1579,Z5,0.000957422,41.8416605,-75.023315,118
11371,11371,1996,0.094114013,5-Digit ZCTA,1995,Z5,0.000290779,40.7752855,-73.872415,
134HH,134HH,397,0.427699177,5-Digit ZCTA,396,Z5,0.000173037,43.610078,-75.213249,
14227,14227,894,0.324505602,5-Digit ZCTA,893,Z5,0.002546071,42.885408,-78.7494025,23426
11509,11509,2431,0.106128535,5-Digit ZCTA,2430,Z5,0.000296909,40.5881838,-73.73047331,2653
14744,14744,1218,0.525572112,5-Digit ZCTA,1217,Z5,0.006027325,42.4264675,-78.213412,
13333,13333,939,0.14726347,5-Digit ZCTA,938,Z5,0.000805109,42.839373,-74.803793,
12032,12032,563,0.867773721,5-Digit ZCTA,562,Z5,0.013675913,43.1539675,-74.5165865,836
13660,13660,68,0.401946837,5-Digit ZCTA,67,Z5,0.003357317,44.746192,-75.088101,1891
129HH,129HH,186,0.095500688,5-Digit ZCTA,185,Z5,0.000260814,44.3238085,-74.3472685,
10522,10522,1847,0.107938475,5-Digit ZCTA,1846,Z5,0.000676125,41.011297,-73.8648285,10875
12577,12577,1708,0.271586883,5-Digit ZCTA,1707,Z5,0.001469904,41.425299,-74.114491,2029
14717,14717,1264,0.529331476,5-Digit ZCTA,1263,Z5,0.00602428,42.366166,-78.2092015,
12763,12763,1630,0.328492049,5-Digit ZCTA,1629,Z5,0.002998721,41.693229,-74.525023,942
104HH,104HH,2363,0.074566405,5-Digit ZCTA,2362,Z5,7.72E-05,40.8744785,-73.79619442,
136HH,136HH,253,0.109160267,5-Digit ZCTA,252,Z5,0.000436513,44.095833,-75.937692,
11701,11701,2104,0.215335712,5-Digit ZCTA,2103,Z5,0.001234099,40.6862495,-73.4103665,
129HH,129HH,97,0.196391474,5-Digit ZCTA,96,Z5,9.65E-05,44.6091405,-73.7988245,
14873,14873,1150,0.899753631,5-Digit ZCTA,1149,Z5,0.020319215,42.511366,-77.2914965,2448
13318,13318,831,0.44543572,5-Digit ZCTA,830,Z5,0.007055551,42.9222245,-75.2603475,1325
12170,12170,744,0.582795694,5-Digit ZCTA,743,Z5,0.008577659,42.999387,-73.6586405,4945
13783,13783,1486,0.996872118,5-Digit ZCTA,1485,Z5,0.022515764,42.0211875,-75.292717,
13041,13041,577,0.455158916,5-Digit ZCTA,576,Z5,0.005497926,43.1842675,-76.200148,
13069,13069,467,0.824421968,5-Digit ZCTA,466,Z5,0.013042734,43.3125845,-76.4461155,24931
136HH,136HH,2263,0.011584325,5-Digit ZCTA,2262,Z5,6.08E-06,44.04428994,-76.29620092,
11757,11757,2100,0.25679992,5-Digit ZCTA,2099,Z5,0.001902214,40.6903495,-73.374865,45700
121HH,121HH,1140,0.209791438,5-Digit ZCTA,1139,Z5,0.000153685,42.559654,-74.948278,
121HH,121HH,449,0.069145841,5-Digit ZCTA,448,Z5,0.000132459,43.4415315,-74.484028,
131HH,131HH,659,0.395880755,5-Digit ZCTA,658,Z5,0.000557839,43.120751,-76.4608245,
147HH,147HH,1283,0.13111247,5-Digit ZCTA,1282,Z5,0.000240004,42.3734235,-78.2050585,
11793,11793,2209,0.035656024,5-Digit ZCTA,2208,Z5,8.27E-05,40.6190515,-73.49132,
10960,10960,1806,0.268379178,5-Digit ZCTA,1805,Z5,0.001177896,41.0865535,-73.9284315,15093
13731,13731,1479,0.426206173,5-Digit ZCTA,1478,Z5,0.007815987,42.0624425,-74.7629735,1162
11236,11236,2153,0.12913098,5-Digit ZCTA,2152,Z5,0.000947514,40.6392155,-73.899978,93877
13843,13843,1103,1.062391161,5-Digit ZCTA,1102,Z5,0.012458364,42.534271,-75.3772695,1888
111HH,111HH,1989,0.093052783,5-Digit ZCTA,1988,Z5,0.000177827,40.785998,-73.898984,
10708,10708,1865,0.177979671,5-Digit ZCTA,1864,Z5,0.000810093,40.938398,-73.828778,21225
11792,11792,2335,0.27217985,5-Digit ZCTA,2334,Z5,0.002454875,40.940354,-72.8311295,8523
10470,10470,1885,0.107071042,5-Digit ZCTA,1884,Z5,0.00024384,40.9015875,-73.8640995,15293
12449,12449,1546,0.127530326,5-Digit ZCTA,1545,Z5,0.000605886,41.9879715,-73.9899705,
13856,13856,1329,1.79590819,5-Digit ZCTA,1328,Z5,0.050746118,42.1714625,-75.1790175,
14437,14437,1058,1.504544609,5-Digit ZCTA,1057,Z5,0.034327988,42.5815365,-77.7275005,11415
12517,12517,1427,0.238903304,5-Digit ZCTA,1426,Z5,0.001491624,42.1402695,-73.50789371,509
13413,13413,706,0.580062495,5-Digit ZCTA,705,Z5,0.005248779,43.0610195,-75.270482,
117HH,117HH,1864,0.072272363,5-Digit ZCTA,1863,Z5,0.000158278,40.95702313,-73.032856,
13903,13903,1492,0.631197048,5-Digit ZCTA,1491,Z5,0.011454619,42.05086345,-75.8839735,18763
129HH,129HH,184,0.080662661,5-Digit ZCTA,183,Z5,0.000115728,44.331734,-74.3973205,
12831,12831,536,0.813583714,5-Digit ZCTA,535,Z5,0.018478707,43.1954465,-73.6846105,
13331,13331,338,0.072777932,5-Digit ZCTA,337,Z5,6.75E-05,43.787755,-74.972838,189
14102,14102,944,0.136874306,5-Digit ZCTA,943,Z5,0.000698003,42.834905,-78.557372,1281
12087,12087,1203,0.142030625,5-Digit ZCTA,1202,Z5,0.000951573,42.46591,-73.954656,1073
136HH,136HH,210,0.045048051,5-Digit ZCTA,209,Z5,0.000110612,44.2911895,-75.809162,
140HH,140HH,1153,0.377562036,5-Digit ZCTA,1152,Z5,0.000132352,42.5512349,-79.06828591,
10472,10472,1942,0.092450185,5-Digit ZCTA,1941,Z5,0.000307354,40.8299155,-73.864577,66358
129HH,129HH,211,0.136429632,5-Digit ZCTA,210,Z5,0.000445942,44.2790915,-74.4757375,
10956,10956,1793,0.405632346,5-Digit ZCTA,1792,Z5,0.00429525,41.1557445,-73.9899835,31521
11765,11765,2357,0.13052691,5-Digit ZCTA,2356,Z5,0.000634616,40.884848,-73.5578685,737
10986,10986,1755,0.369578932,5-Digit ZCTA,1754,Z5,0.001690424,41.28047,-73.982815,1974
10588,10588,1741,0.151133449,5-Digit ZCTA,1740,Z5,0.000566722,41.322118,-73.820833,2282
14817,14817,1238,0.801224473,5-Digit ZCTA,1237,Z5,0.012784106,42.3746735,-76.3398045,2380
13353,13353,401,1.092640058,5-Digit ZCTA,400,Z5,0.047808817,43.443811,-74.7483415,
12472,12472,1575,0.318797564,5-Digit ZCTA,1574,Z5,0.001066127,41.85112,-74.0746325,1572
134HH,134HH,354,0.062423908,5-Digit ZCTA,353,Z5,9.80E-05,43.7419275,-74.6007815,
11218,11218,2403,0.096644339,5-Digit ZCTA,2402,Z5,0.000402847,40.64434,-73.9778955,75220
10984,10984,1785,0.13252157,5-Digit ZCTA,1784,Z5,0.000391467,41.209494,-74.016735,2842
12964,12964,237,0.387771128,5-Digit ZCTA,236,Z5,0.008132812,44.128198,-73.6419625,
105HH,105HH,1773,0.030234424,5-Digit ZCTA,1772,Z5,3.44E-05,41.254453,-73.9505375,
12025,12025,619,0.837852982,5-Digit ZCTA,618,Z5,0.012425142,43.0938185,-74.1182665,5505
10458,10458,1906,0.079282982,5-Digit ZCTA,1905,Z5,0.000336754,40.8651285,-73.8866545,79492
145HH,145HH,969,0.413703438,5-Digit ZCTA,968,Z5,0.002628186,42.742735,-77.3127685,
14136,14136,2306,0.588434721,5-Digit ZCTA,2305,Z5,0.007069303,42.522345,-79.18031591,5033
12766,12766,1596,0.239769061,5-Digit ZCTA,1595,Z5,0.001945379,41.8106335,-74.9799765,437
128HH,128HH,504,0.117262785,5-Digit ZCTA,503,Z5,0.000208643,43.3052975,-73.9039875,
13502,13502,559,0.836040255,5-Digit ZCTA,558,Z5,0.013225677,43.1613775,-75.14215,
14445,14445,686,0.16669461,5-Digit ZCTA,685,Z5,0.000651546,43.1115585,-77.496669,8019
10119,10119,2066,0.009034671,5-Digit ZCTA,2065,Z5,4.41E-06,40.750533,-73.993087,
14711,14711,1288,0.400537919,5-Digit ZCTA,1287,Z5,0.003594825,42.336062,-78.0793095,1766
10710,10710,1851,0.162071682,5-Digit ZCTA,1850,Z5,0.001360064,40.9667475,-73.846928,25120
11101,11101,2036,0.194702374,5-Digit ZCTA,2035,Z5,0.000760004,40.739554,-73.9367445,25484
138HH,138HH,1277,0.137873479,5-Digit ZCTA,1276,Z5,0.000474856,42.369448,-75.971446,
14139,14139,1017,0.502444001,5-Digit ZCTA,1016,Z5,0.006594187,42.727452,-78.5359395,2125
12077,12077,1113,0.367061834,5-Digit ZCTA,1112,Z5,0.002701869,42.5877795,-73.786766,6246
12122,12122,1096,1.370428137,5-Digit ZCTA,1095,Z5,0.030242295,42.55939,-74.2998515,4582
13314,13314,925,0.699300503,5-Digit ZCTA,924,Z5,0.006870748,42.829499,-75.327184,443
13417,13417,695,0.109817566,5-Digit ZCTA,694,Z5,0.000385897,43.1021565,-75.2956105,3305
11763,11763,1913,0.380992055,5-Digit ZCTA,1912,Z5,0.00389742,40.831442,-72.97571,28506
13660,13660,51,0.848329209,5-Digit ZCTA,50,Z5,0.012352582,44.7800365,-75.183749,
10006,10006,2387,0.019177236,5-Digit ZCTA,2386,Z5,1.77E-05,40.7082875,-74.013182,3011
13655,13655,9,0.241914365,5-Digit ZCTA,8,Z5,0.002859493,44.9781155,-74.68430797,
10002,10002,2377,0.079431785,5-Digit ZCTA,2376,Z5,0.000262565,40.7181955,-73.984751,81410
11758,11758,2201,0.021900032,5-Digit ZCTA,2200,Z5,2.72E-05,40.624451,-73.4810195,
12206,12206,1065,0.182837065,5-Digit ZCTA,1064,Z5,0.000638905,42.6763785,-73.791715,16395
14586,14586,733,0.322405084,5-Digit ZCTA,732,Z5,0.003069389,43.0481495,-77.6892255,10256
12015,12015,1326,0.439548701,5-Digit ZCTA,1325,Z5,0.002970437,42.2822615,-73.825801,
121HH,121HH,956,0.126181291,5-Digit ZCTA,955,Z5,8.49E-05,42.819077,-73.813515,
13630,13630,114,0.410007955,5-Digit ZCTA,113,Z5,0.00351882,44.4963255,-75.398352,
121HH,121HH,937,0.408703509,5-Digit ZCTA,936,Z5,0.000467515,42.8122265,-73.8284155,
11953,11953,1886,0.241888132,5-Digit ZCTA,1885,Z5,0.002778371,40.879218,-72.953284,13553
13310,13310,876,0.389676988,5-Digit ZCTA,875,Z5,0.00211223,42.885747,-75.571111,624
14527,14527,1123,0.308982593,5-Digit ZCTA,1122,Z5,0.001258254,42.558716,-77.1104565,12820
